Polymer Number,DP,2-(diethylamino)ethyl methacrylate,2-hydroxypropyl methacrylate,2-sulfopropyl methacrylate,butyl methacrylate,3-(dimethylamino)propyl methacrylate,methyl methacrylate,poly(ethylene glycol) methyl ether methacrylate,trimethylammonium chloride ethyl methacrylate,REA,Generation,Gelation
490,50,0,0,0,0,0,0.4,0.3,0.3,31.57035713,0,0
491,50,0,0,0,0,0,0.35,0.3,0.35,28.63249524,0,0
492,50,0,0,0,0,0,0.3,0.3,0.4,29.06384798,0,0
493,50,0,0,0,0,0,0.25,0.3,0.45,33.15586989,0,0
494,50,0,0,0,0,0,0.2,0.3,0.5,25.64411456,0,0
495,50,0,0,0,0.65,0,0,0.3,0.05,32.18046866,0,0
496,50,0,0,0,0.6,0,0,0.3,0.1,22.00287568,0,0
497,50,0,0,0,0.55,0,0,0.3,0.15,33.12089535,0,0
498,50,0,0,0,0.5,0,0,0.3,0.2,26.02494851,0,0
499,50,0,0,0,0.45,0,0,0.3,0.25,25.07286364,0,0
500,50,0,0,0,0.4,0,0,0.3,0.3,27.73870128,0,0
501,50,0,0,0,0.35,0,0,0.3,0.35,44.57311623,0,0
502,50,0,0,0,0.3,0,0,0.3,0.4,21.6647884,0,0
503,50,0,0,0,0.25,0,0,0.3,0.45,39.58730035,0,0
504,50,0,0,0,0.2,0,0,0.3,0.5,35.13776085,0,0
505,125,0.481,0,0,0.199,0,0,0.32,0,-1.876324382,1,0
506,50,0,0.164,0.27,0.065,0,0,0.5,0,14.01626432,1,0
507,50,0,0,0.101,0,0,0.44,0.409,0.051,10.96220168,1,0
508,100,0.451,0,0,0.147,0,0.1,0.303,0,-2.18254943,1,0
509,75,0,0,0.127,0,0,0.548,0.272,0.053,14.63362711,1,0
510,50,0.141,0.05,0,0,0,0.716,0.093,0,61.07994275,1,0
511,50,0,0,0.21,0,0,0.653,0.137,0,12.00369435,1,0
512,50,0.282,0,0,0,0,0.647,0,0.071,65.14765943,1,1
513,125,0.461,0,0,0.159,0,0,0.247,0.133,-0.839744409,1,0
514,50,0.308,0,0,0.082,0,0.61,0,0,-1.029702192,1,1
515,50,0,0,0,0,0,0.386,0.529,0.085,15.77992408,1,0
516,50,0.237,0,0.125,0.068,0,0.571,0,0,47.77471007,1,1
517,125,0.441,0,0,0.098,0.125,0,0.336,0,49.23541992,1,1
518,75,0,0,0.149,0,0,0.687,0,0.164,40.83797584,1,0
519,50,0.167,0,0.149,0,0.053,0.631,0,0,51.77364893,1,0
520,125,0.392,0,0,0.09,0,0.065,0.454,0,-0.970749776,1,0
521,50,0.25,0,0,0,0.148,0.602,0,0,-1.21147214,1,1
522,125,0.348,0,0,0.079,0,0,0.384,0.189,-1.879599517,1,0
523,125,0.375,0,0.148,0,0,0,0.35,0.127,-1.776432789,1,0
524,125,0.372,0,0.244,0.091,0,0,0.293,0,55.56461676,1,0
525,75,0,0,0.112,0.263,0,0.625,0,0,12.77990116,1,0
526,50,0.201,0,0,0,0,0.542,0,0.257,59.19019032,1,0
527,50,0.114,0,0.088,0.243,0,0.554,0,0,29.57970203,1,0
528,50,0,0,0.383,0.144,0,0,0.474,0,30.01857001,1,0
529,50,0.272,0,0.057,0,0,0.595,0,0.076,46.06647578,2,0
530,75,0,0.142,0.134,0,0,0.145,0.58,0,17.55839096,2,0
531,50,0.315,0.081,0,0,0,0.604,0,0,40.35844762,2,0
532,75,0,0.325,0.089,0,0,0.393,0.193,0,35.95747519,2,0
533,50,0,0.114,0.199,0.319,0,0,0.368,0,54.43928447,2,0
534,50,0.281,0,0,0.073,0,0.586,0.06,0,45.59184083,2,0
535,50,0.251,0,0.12,0.132,0,0.497,0,0,39.39159865,2,0
536,100,0.333,0,0.333,0.119,0,0,0.215,0,32.02493333,2,0
537,75,0,0,0,0,0,0.587,0.121,0.293,55.47231348,2,0
538,50,0,0.323,0.083,0,0,0.224,0.37,0,17.43740558,2,0
539,50,0.155,0,0.107,0,0,0.581,0,0.157,48.53995465,2,0
540,75,0.547,0,0,0.287,0,0,0.166,0,44.50504054,2,0
541,50,0,0,0.235,0.313,0,0,0.452,0,28.68284148,2,0
542,125,0.386,0,0.388,0.088,0,0,0.138,0,40.35120918,2,0
543,50,0.342,0.064,0,0,0.069,0.525,0,0,45.79038094,2,0
544,125,0.315,0,0.445,0,0,0,0.24,0,42.68819172,2,0
545,100,0.586,0,0,0,0,0.307,0.107,0,47.84299614,2,1
546,75,0,0.186,0,0,0,0.482,0.071,0.261,53.58514837,2,0
547,50,0,0.213,0,0,0,0.532,0,0.256,40.50114833,2,1
548,50,0.426,0.102,0,0,0,0.472,0,0,48.01051435,2,0
549,100,0.552,0,0.13,0.259,0,0,0.058,0,37.19628275,2,1
550,100,0.646,0,0,0.297,0.057,0,0,0,-1.706204068,2,1
551,100,0.609,0.076,0,0.315,0,0,0,0,-2.323539722,2,0
552,100,0.42,0,0.361,0.219,0,0,0,0,35.60589375,2,1
553,75,0,0.148,0.066,0,0,0.637,0,0.149,64.23077098,3,0
554,100,0.479,0,0,0.289,0,0,0.231,0,-1.986106626,3,1
555,50,0.187,0,0.098,0,0,0.592,0.123,0,52.4340419,3,0
556,50,0,0.306,0.09,0,0,0,0.605,0,35.67411367,3,0
557,100,0,0,0.072,0,0,0.621,0.151,0.157,56.43244253,3,0
558,50,0.362,0,0,0,0,0.53,0.108,0,39.68767543,3,1
559,50,0,0,0.171,0,0,0.52,0.308,0,27.23901822,3,0
560,50,0.054,0,0,0,0,0.622,0.13,0.193,-2.270033042,3,0
561,125,0.285,0,0.354,0.104,0,0,0.257,0,-1.035090962,3,0
562,75,0,0.071,0,0,0,0.444,0.156,0.328,52.14046749,3,0
563,50,0.276,0.175,0,0,0,0.453,0.097,0,42.48559108,3,0
564,75,0,0.342,0.092,0,0,0.566,0,0,55.37116419,3,0
565,50,0,0,0.162,0.174,0,0,0.664,0,44.37246129,3,0
566,50,0,0.114,0,0.112,0,0.583,0,0.191,51.60707175,3,0
567,50,0,0,0,0.105,0.06,0.659,0,0.177,32.22426989,3,0
568,125,0.536,0,0,0,0,0.295,0.169,0,-1.128814245,3,1
569,75,0.113,0,0,0,0,0.395,0.095,0.396,-2.163905207,3,0
570,50,0.225,0.157,0,0,0,0.426,0,0.192,32.95062533,3,0
571,75,0.102,0,0,0.106,0,0.392,0,0.4,-0.985472753,3,0
572,50,0,0,0.068,0.19,0,0.464,0,0.279,59.46466639,3,0
573,150,0,0.186,0,0,0,0.141,0.246,0.427,38.50097327,3,0
574,75,0,0,0.162,0,0,0.383,0,0.455,59.9250131,3,0
575,100,0.625,0,0,0,0,0.321,0.053,0,41.08387669,3,1
576,75,0,0,0,0.237,0,0.332,0.079,0.352,37.62025007,3,0
577,50,0,0.248,0.157,0,0,0.595,0,0,43.36732767,4,0
578,100,0.474,0,0,0,0,0.319,0.207,0,54.27950897,4,0
579,50,0,0.141,0.175,0.352,0,0,0.332,0,33.90745987,4,0
580,50,0.289,0.08,0,0,0,0.519,0,0.111,51.54863078,4,0
581,50,0,0.269,0.06,0,0,0.11,0.561,0,32.33427762,4,0
582,75,0,0.249,0.093,0,0,0.551,0.107,0,47.55429651,4,0
583,75,0,0.176,0,0,0,0.434,0.215,0.175,52.56657224,4,0
584,75,0,0.182,0,0.148,0,0.509,0,0.161,48.09254013,4,0
585,75,0,0.271,0,0,0,0.568,0,0.161,59.95089707,4,0
586,125,0.479,0,0.352,0,0,0,0.169,0,18.59678942,4,0
587,75,0,0.079,0,0,0,0.256,0.357,0.308,37.69216242,4,0
588,50,0,0.179,0.176,0,0,0.482,0,0.162,41.20113314,4,1
589,100,0,0,0.162,0,0,0.556,0,0.282,48.19641171,4,0
590,100,0,0.103,0.115,0,0,0.577,0,0.205,47.48064212,4,0
591,150,0,0,0,0,0,0.222,0.329,0.449,36.62134089,4,0
592,100,0.503,0,0.323,0,0,0,0.174,0,38.3720491,4,0
593,75,0,0,0.204,0.157,0,0.432,0,0.207,48.28328612,4,1
594,50,0,0.28,0,0.2,0,0.521,0,0,21.42020774,4,1
595,75,0,0.121,0.237,0,0,0.424,0,0.219,47.00094429,4,1
596,75,0,0,0.341,0,0,0.401,0,0.258,37.14825307,4,0
597,50,0,0.164,0.278,0,0,0.355,0,0.203,40.89707271,4,0
598,50,0,0,0.328,0,0.064,0.378,0,0.231,44.27573182,4,0
599,125,0,0,0.254,0,0,0.148,0.078,0.52,69.01794145,4,0
600,100,0.493,0,0.296,0,0,0.211,0,0,41.19546742,4,0
601,75,0,0.128,0.117,0,0,0.541,0,0.215,56.15818055,5,0
602,75,0,0.179,0.086,0,0,0.558,0,0.178,50.27492637,5,0
603,50,0,0.207,0.107,0,0,0.589,0.096,0,21.78983028,5,0
604,50,0.288,0.086,0,0,0,0.545,0.081,0,46.63534379,5,0
605,75,0,0.192,0.092,0,0,0.598,0,0.118,54.59544116,5,1
606,50,0.226,0.12,0,0,0,0.564,0.09,0,34.47559709,5,0
607,75,0,0.117,0.149,0,0,0.582,0,0.152,49.35737024,5,0
608,50,0,0.22,0.109,0,0,0.522,0.148,0,16.91095109,5,0
609,75,0,0.236,0.096,0,0,0.529,0,0.139,59.35005022,5,1
610,50,0,0.169,0.115,0.075,0,0,0.641,0,16.25044686,5,0
611,75,0,0.09,0.187,0,0,0.486,0,0.237,53.84811807,5,0
612,50,0,0.154,0.154,0,0,0.55,0.142,0,51.61295814,5,0
613,50,0,0.267,0.087,0,0,0.544,0.102,0,42.06458642,5,0
614,75,0,0.192,0.096,0,0,0.492,0,0.22,57.27490935,5,0
615,75,0,0.1,0.095,0,0,0.61,0,0.195,58.59762014,5,0
616,50,0,0.203,0.093,0,0,0.081,0.622,0,9.75265138,5,0
617,50,0.159,0.139,0.113,0,0,0.589,0,0,-0.371108047,5,0
618,75,0,0.137,0.13,0,0,0.474,0,0.259,71.18635412,5,0
619,50,0.226,0.082,0.088,0,0,0.605,0,0,30.4615018,5,0
620,50,0,0.171,0.131,0,0,0.496,0.201,0,53.90429498,5,0
621,75,0,0.038,0.165,0,0,0.553,0,0.244,80.91347054,5,0
622,50,0.085,0.157,0.118,0,0,0.639,0,0,-0.962497659,5,1
623,50,0.273,0,0.046,0,0,0.595,0.087,0,30.10231006,5,0
624,50,0.223,0,0.104,0,0,0.603,0.07,0,63.12922391,5,0
